ticker,name,sector,region,style,z_momentum,z_valuation,z_growth,z_quality,z_risk,score_raw,score_adj,score,profile,date,z_efficiency,data_completeness,z_value,z_cashflow,z_dividend,debt_flag,quality_of_earnings,operating_cf_margin,cash_ratio,debt_to_ocf_ratio,cash_conversion_cycle,qoe_flag,cf_quality,mom_6m,revenue_cagr_3y,eps_cagr_3y,pe_ttm,roe,operating_margin,fcf_yield,debt_to_equity
UBER,Uber Technologies,Mobility,US,Growth,-0.127,,0.661,0.208,-0.175,,15.0,,growth,14-10-25,1.042,59.1,-0.021,0.0,,Unknown,,,,,,,,,,,,,,,
GRAB,Grab Holdings,SuperApp,Asia,Growth,0.024,,-0.908,-0.259,0.904,,13.0,,growth,14-10-25,-0.433,61.4,-1.513,0.0,,Unknown,,,,,,,,,,,,,,,
ZTS,Zoetis,Healthcare,US,Blend,-0.193,,-0.225,0.771,-0.507,0.116,23.0,69.71,growth,14-10-25,-0.124,75.0,-0.219,0.0,-0.689,Unknown,,,,,,,,,,,,,,,
NU,Nu Holdings,Fintech,LatAm,Growth,-0.031,,0.749,0.359,0.412,,25.0,,growth,14-10-25,-1.156,40.9,-0.281,0.0,,Unknown,,,,,,,,,,,,,,,
BYD,BYD Company,Automotive,China,Growth,-0.085,,-0.273,0.202,-0.856,0.043,1.0,35.08,growth,14-10-25,1.388,75.0,0.345,0.0,-0.442,Unknown,,,,,,,,,,,,,,,
PYPL,PayPal,Fintech,US,Blend,-0.116,,-0.268,0.016,0.006,,5.0,,growth,14-10-25,-0.804,61.4,0.444,0.0,,Unknown,,,,,,,,,,,,,,,
GOOGL,Alphabet,Tech,US,Blend,0.168,,-0.039,0.768,0.213,0.244,16.0,58.93,growth,14-10-25,0.431,68.2,-0.228,0.0,-0.792,Unknown,,,,,,,,,,,,,,,
PEP,PepsiCo,Consumer Defensive,US,Value,0.075,,-0.277,0.03,-0.746,-0.063,-2.0,30.2,growth,14-10-25,0.308,75.0,0.046,0.0,0.684,Unknown,,,,,,,,,,,,,,,
1810.HK,Xiaomi,Consumer Electronics,China,Growth,-0.332,,0.004,-0.417,-0.045,,1.0,,growth,14-10-25,-0.41,59.1,-0.032,0.0,,Unknown,,,,,,,,,,,,,,,
MELI,MercadoLibre,Ecommerce/Fintech,LatAm,Growth,-0.241,,0.779,0.085,-0.315,0.255,35.0,88.76,growth,14-10-25,0.213,68.2,-0.585,0.0,-1.702,Unknown,,,,,,,,,,,,,,,
AMZN,Amazon,Ecommerce,US,Growth,-0.178,,0.053,0.103,-0.237,,8.0,,growth,14-10-25,0.653,65.9,-0.079,0.0,,Unknown,,,,,,,,,,,,,,,
MQ,Marqeta,Fintech,US,Growth,-0.398,,-0.707,-0.485,0.669,,-7.0,,growth,14-10-25,-0.017,54.5,0.545,0.0,,Unknown,,,,,,,,,,,,,,,
ASR,Grupo Aeroportuario del Sureste,Infrastructure,LatAm,Value,-0.207,,0.087,0.762,0.706,0.322,40.0,96.71,growth,14-10-25,0.767,75.0,0.901,0.0,0.717,Unknown,,,,,,,,,,,,,,,
ATAT,Atour Lifestyle,Hospitality,China,Growth,-0.218,,0.78,0.309,0.105,0.402,41.0,98.41,growth,14-10-25,0.887,72.7,0.268,0.0,-0.604,Unknown,,,,,,,,,,,,,,,
SE,Sea Ltd,Ecommerce/Fintech,Asia,Growth,0.015,,0.375,-0.117,-0.128,,11.0,,growth,14-10-25,0.36,63.6,-0.864,0.0,,Unknown,,,,,,,,,,,,,,,
TKO,TKO Group Holdings,Media & Sports,US,Blend,-0.093,,0.037,0.132,-0.305,0.051,-3.0,28.81,growth,14-10-25,0.489,68.2,-0.34,0.0,0.199,Unknown,,,,,,,,,,,,,,,
D05.SI, DBS Group Holdings Ltd, Bank,Singapour,,0.061,,-0.132,0.189,0.256,-0.014,11.0,50.68,growth,14-10-25,-1.273,47.7,0.66,0.0,1.128,Unknown,,,,,,,,,,,,,,,
ABBNY,ABB Ltd,Industrials,Europe,Blend,0.11,,-0.306,0.012,-0.182,-0.095,5.0,41.14,growth,14-10-25,0.127,72.7,-0.176,0.0,-0.123,Unknown,,,,,,,,,,,,,,,
KNM,Konami Group Corp,Entertainment,Asia,Blend,0.0,,0.0,0.0,0.0,,7.0,,growth,14-10-25,,0.0,0.0,0.0,,Unknown,,,,,,,,,,,,,,,
LMND,Lemonade Inc,Fintech,US,Growth,0.0,,0.376,-0.776,0.304,,3.0,,growth,14-10-25,-0.871,36.4,0.269,0.0,,Unknown,,,,,,,,,,,,,,,
NVTS,Navitas Semiconductor,Semiconductors,US,Growth,1.268,,0.02,-2.215,1.186,,-5.0,,growth,14-10-25,-0.772,54.5,-0.243,0.0,,Unknown,,,,,,,,,,,,,,,
MHVYF,Mitsubishi Heavy Industries,Industrials,Asia,Value,0.041,,-0.119,-0.284,-0.365,-0.14,30.0,80.3,growth,14-10-25,-0.901,72.7,0.549,0.0,-0.293,Unknown,,,,,,,,,,,,,,,
SPHR,Sphere Entertainment,Entertainment,US,Turnaround,0.232,,-0.324,-0.405,-0.521,-0.397,-28.0,2.03,quality,15-10-25,-0.772,58.3,0.401,-0.415,0.0,🟢 Zero,2.57,-11.51,0.41,,70.92,🟢 Excellent,🔴 Poor,,,,,,,,
TSM,TSMC,Semiconductors,Asia,Blend,0.226,,0.159,0.872,0.343,0.585,64.0,100.0,quality,15-10-25,0.177,78.3,0.314,0.649,-0.581,🟢 Zero,1.48,62.77,1.63,0.49,-17.85,🟢 Excellent,🟢 Excellent,,,,,,,,
BAKKA.OL,Bakkafrost,Food,Europe,Value,0.044,,-0.491,-0.022,-0.04,-0.271,-12.0,19.02,quality,15-10-25,-0.314,75.0,-0.204,-0.581,0.977,🟢 Zero,4.51,15.41,0.63,3.67,,🟢 Excellent,🟡 Good,,,,,,,,
UBER,Uber Technologies,Mobility,US,Growth,-0.115,,0.548,0.084,-0.126,0.14,15.0,47.9,quality,15-10-25,0.521,65.0,-0.067,-0.071,0.0,🟢 Zero,0.7,18.57,0.51,1.27,,🔴 Poor,🟡 Good,,,,,,,,
GRAB,Grab Holdings,SuperApp,Asia,Growth,-0.035,,-0.153,0.005,0.813,-0.01,22.0,55.12,quality,15-10-25,-0.462,68.3,-1.336,0.334,0.0,🟢 Zero,6.55,23.67,1.14,0.5,39.09,🟢 Excellent,🟡 Good,,,,,,,,
ZTS,Zoetis,Healthcare,US,Blend,-0.181,,-0.232,0.573,-0.491,0.082,38.0,72.07,quality,15-10-25,-0.571,78.3,-0.242,-0.074,-0.692,🟢 Zero,1.12,31.21,0.58,2.3,111.7,🟡 Good,🟢 Excellent,,,,,,,,
NU,Nu Holdings,Fintech,LatAm,Growth,-0.057,,0.524,0.217,0.296,0.231,17.0,50.1,quality,15-10-25,-0.578,48.3,-0.201,0.474,0.0,🟢 Zero,1.71,43.95,,0.15,,🟢 Excellent,🟢 Excellent,,,,,,,,
BYD,BYD Company,Automotive,China,Growth,-0.079,,-0.294,0.143,-0.93,0.03,15.0,47.78,quality,15-10-25,1.078,78.3,0.395,-0.257,-0.444,🟢 Zero,1.69,23.7,0.51,4.12,3.41,🟢 Excellent,🟡 Good,,,,,,,,
PYPL,PayPal,Fintech,US,Blend,-0.139,,-0.245,-0.033,-0.093,-0.078,20.0,52.94,quality,15-10-25,-0.402,66.7,0.415,-0.017,0.0,🟢 Zero,1.3,18.78,0.14,1.63,,🟢 Excellent,🟡 Good,,,,,,,,
GOOGL,Alphabet,Tech,US,Blend,0.159,,-0.069,0.592,0.193,0.25,31.0,64.88,quality,15-10-25,0.216,71.7,-0.264,0.024,-0.525,🟢 Zero,1.16,36.0,0.26,0.19,,🟡 Good,🟢 Excellent,,,,,,,,
PEP,PepsiCo,Consumer Defensive,US,Value,0.058,,-0.307,-0.029,-0.844,-0.189,2.0,33.86,quality,15-10-25,0.232,78.3,0.023,-0.453,0.667,🟢 Zero,1.61,13.28,0.27,3.69,10.97,🟢 Excellent,🟠 Fair,,,,,,,,
1810.HK,Xiaomi,Consumer Electronics,China,Growth,-0.284,,-0.056,-0.278,-0.121,-0.17,-19.0,11.75,quality,15-10-25,-0.205,48.3,-0.037,-0.088,0.0,🟢 Zero,,,0.19,,,🔴 Poor,🔴 Poor,,,,,,,,
MELI,MercadoLibre,Ecommerce/Fintech,LatAm,Growth,-0.321,,0.686,0.202,-0.249,0.297,54.0,89.16,quality,15-10-25,0.403,73.3,-0.395,0.421,-0.567,🟢 Zero,4.13,35.16,0.16,0.81,-38.69,🟢 Excellent,🟢 Excellent,,,,,,,,
AMZN,Amazon,Ecommerce,US,Growth,-0.202,,0.024,0.05,-0.184,-0.02,18.0,50.89,quality,15-10-25,0.557,71.7,-0.078,-0.347,0.0,🟢 Zero,1.72,18.08,0.44,1.08,-2.56,🟢 Excellent,🟡 Good,,,,,,,,
MQ,Marqeta,Fintech,US,Growth,-0.349,,-0.369,-0.518,0.74,-0.255,-12.0,19.03,quality,15-10-25,0.285,63.3,0.139,-0.261,0.0,🟢 Zero,-0.84,9.86,2.49,0.24,-50.86,🔴 Poor,🟠 Fair,,,,,,,,
ASR,Grupo Aeroportuario del Sureste,Infrastructure,LatAm,Value,-0.175,,0.036,0.636,0.873,0.625,58.0,93.72,quality,15-10-25,0.745,78.3,0.952,0.795,0.722,🟢 Zero,1.19,48.94,3.41,1.14,-23.67,🟡 Good,🟢 Excellent,,,,,,,,
ATAT,Atour Lifestyle,Hospitality,China,Growth,-0.153,,0.626,0.195,0.183,0.378,52.0,87.14,quality,15-10-25,0.943,76.7,0.35,0.341,-0.402,🟢 Zero,1.28,21.23,1.28,0.98,-45.78,🟢 Excellent,🟡 Good,,,,,,,,
SE,Sea Ltd,Ecommerce/Fintech,Asia,Growth,-0.193,,0.288,-0.044,-0.113,0.045,11.0,43.59,quality,15-10-25,0.376,65.0,-0.618,0.071,0.0,🟢 Zero,3.8,23.55,0.21,0.9,-10.6,🟢 Excellent,🟡 Good,,,,,,,,
TKO,TKO Group Holdings,Media & Sports,US,Blend,-0.047,,-0.001,0.163,-0.428,0.032,11.0,43.57,quality,15-10-25,0.244,71.7,-0.339,-0.077,0.13,🟢 Zero,3.75,20.26,0.78,3.84,,🟢 Excellent,🟡 Good,,,,,,,,
D05.SI, DBS Group Holdings Ltd, Bank,Singapour,,0.026,,0.007,0.063,0.096,-0.009,-20.0,10.86,quality,15-10-25,-0.637,36.7,0.47,0.0,1.131,🟢 Zero,,,,,,🔴 Poor,🔴 Poor,,,,,,,,
ABBNY,ABB Ltd,Industrials,Europe,Blend,0.099,,-0.32,-0.063,-0.222,-0.173,16.0,48.62,quality,15-10-25,0.064,75.0,-0.287,-0.321,-0.125,🟢 Zero,1.1,13.77,0.28,1.69,,🟡 Good,🟠 Fair,,,,,,,,
KNM,Konami Group Corp,Entertainment,Asia,Blend,0.0,,0.0,0.0,0.0,0.0,-24.0,6.66,quality,15-10-25,0.0,0.0,0.0,0.0,0.0,🟢 Zero,,,,,,🔴 Poor,🔴 Poor,,,,,,,,
LMND,Lemonade Inc,Fintech,US,Growth,0.068,,0.072,-0.499,0.114,-0.32,-30.0,0.0,quality,15-10-25,-0.435,36.7,0.157,-0.404,0.0,🟢 Zero,0.06,-1.93,,,,🔴 Poor,🔴 Poor,,,,,,,,
NVTS,Navitas Semiconductor,Semiconductors,US,Growth,1.328,,-0.004,-1.995,1.09,-0.991,-13.0,17.21,quality,15-10-25,-1.014,55.0,-0.161,-0.55,0.0,🟢 Zero,0.39,-71.41,4.1,,100.16,🔴 Poor,🔴 Poor,,,,,,,,
MHVYF,Mitsubishi Heavy Industries,Industrials,Asia,Value,0.09,,-0.107,0.092,-0.378,0.189,49.0,83.78,quality,15-10-25,-0.451,75.0,0.614,0.805,-0.291,🟢 Zero,7.54,45.35,0.21,1.79,,🟢 Excellent,🟢 Excellent,,,,,,,,
SPHR,Sphere Entertainment,Entertainment,US,Turnaround,0.232,,-0.324,-0.405,-0.521,-0.292,-28.0,2.01,growth,15-10-25,-0.772,58.3,0.401,-0.415,0.0,🟢 Zero,2.57,-11.51,0.41,,70.92,🟢 Excellent,🔴 Poor,,,,,,,,
TSM,TSMC,Semiconductors,Asia,Blend,0.226,,0.159,0.872,0.343,0.462,64.0,100.0,growth,15-10-25,0.177,78.3,0.314,0.649,-0.581,🟢 Zero,1.48,62.77,1.63,0.49,-17.85,🟢 Excellent,🟢 Excellent,,,,,,,,
BAKKA.OL,Bakkafrost,Food,Europe,Value,0.044,,-0.491,-0.022,-0.04,-0.287,-12.0,18.92,growth,15-10-25,-0.314,75.0,-0.204,-0.581,0.977,🟢 Zero,4.51,15.41,0.63,3.67,,🟢 Excellent,🟡 Good,,,,,,,,
UBER,Uber Technologies,Mobility,US,Growth,-0.115,,0.548,0.084,-0.126,0.217,15.0,47.97,growth,15-10-25,0.521,65.0,-0.067,-0.071,0.0,🟢 Zero,0.7,18.57,0.51,1.27,,🔴 Poor,🟡 Good,,,,,,,,
GRAB,Grab Holdings,SuperApp,Asia,Growth,-0.035,,-0.153,0.005,0.813,-0.095,22.0,55.04,growth,15-10-25,-0.462,68.3,-1.336,0.334,0.0,🟢 Zero,6.55,23.67,1.14,0.5,39.09,🟢 Excellent,🟡 Good,,,,,,,,
ZTS,Zoetis,Healthcare,US,Blend,-0.181,,-0.232,0.573,-0.491,0.021,38.0,72.07,growth,15-10-25,-0.571,78.3,-0.242,-0.074,-0.692,🟢 Zero,1.12,31.21,0.58,2.3,111.7,🟡 Good,🟢 Excellent,,,,,,,,
NU,Nu Holdings,Fintech,LatAm,Growth,-0.057,,0.524,0.217,0.296,0.275,17.0,50.15,growth,15-10-25,-0.578,48.3,-0.201,0.474,0.0,🟢 Zero,1.71,43.95,,0.15,,🟢 Excellent,🟢 Excellent,,,,,,,,
BYD,BYD Company,Automotive,China,Growth,-0.079,,-0.294,0.143,-0.93,-0.033,15.0,47.71,growth,15-10-25,1.078,78.3,0.395,-0.257,-0.444,🟢 Zero,1.69,23.7,0.51,4.12,3.41,🟢 Excellent,🟡 Good,,,,,,,,
PYPL,PayPal,Fintech,US,Blend,-0.139,,-0.245,-0.033,-0.093,-0.112,20.0,52.91,growth,15-10-25,-0.402,66.7,0.415,-0.017,0.0,🟢 Zero,1.3,18.78,0.14,1.63,,🟢 Excellent,🟡 Good,,,,,,,,
GOOGL,Alphabet,Tech,US,Blend,0.159,,-0.069,0.592,0.193,0.17,31.0,64.83,growth,15-10-25,0.216,71.7,-0.264,0.024,-0.525,🟢 Zero,1.16,36.0,0.26,0.19,,🟡 Good,🟢 Excellent,,,,,,,,
PEP,PepsiCo,Consumer Defensive,US,Value,0.058,,-0.307,-0.029,-0.844,-0.166,2.0,33.84,growth,15-10-25,0.232,78.3,0.023,-0.453,0.667,🟢 Zero,1.61,13.28,0.27,3.69,10.97,🟢 Excellent,🟠 Fair,,,,,,,,
1810.HK,Xiaomi,Consumer Electronics,China,Growth,-0.284,,-0.056,-0.278,-0.121,-0.157,-19.0,11.66,growth,15-10-25,-0.205,48.3,-0.037,-0.088,0.0,🟢 Zero,,,0.19,,,🔴 Poor,🔴 Poor,,,,,,,,
MELI,MercadoLibre,Ecommerce/Fintech,LatAm,Growth,-0.321,,0.686,0.202,-0.249,0.332,54.0,89.3,growth,15-10-25,0.403,73.3,-0.395,0.421,-0.567,🟢 Zero,4.13,35.16,0.16,0.81,-38.69,🟢 Excellent,🟢 Excellent,,,,,,,,
AMZN,Amazon,Ecommerce,US,Growth,-0.202,,0.024,0.05,-0.184,-0.025,18.0,50.89,growth,15-10-25,0.557,71.7,-0.078,-0.347,0.0,🟢 Zero,1.72,18.08,0.44,1.08,-2.56,🟢 Excellent,🟡 Good,,,,,,,,
MQ,Marqeta,Fintech,US,Growth,-0.349,,-0.369,-0.518,0.74,-0.337,-12.0,18.86,growth,15-10-25,0.285,63.3,0.139,-0.261,0.0,🟢 Zero,-0.84,9.86,2.49,0.24,-50.86,🔴 Poor,🟠 Fair,,,,,,,,
ASR,Grupo Aeroportuario del Sureste,Infrastructure,LatAm,Value,-0.175,,0.036,0.636,0.873,0.39,58.0,93.59,growth,15-10-25,0.745,78.3,0.952,0.795,0.722,🟢 Zero,1.19,48.94,3.41,1.14,-23.67,🟡 Good,🟢 Excellent,,,,,,,,
ATAT,Atour Lifestyle,Hospitality,China,Growth,-0.153,,0.626,0.195,0.183,0.378,52.0,87.23,growth,15-10-25,0.943,76.7,0.35,0.341,-0.402,🟢 Zero,1.28,21.23,1.28,0.98,-45.78,🟢 Excellent,🟡 Good,,,,,,,,
SE,Sea Ltd,Ecommerce/Fintech,Asia,Growth,-0.193,,0.288,-0.044,-0.113,0.067,11.0,43.59,growth,15-10-25,0.376,65.0,-0.618,0.071,0.0,🟢 Zero,3.8,23.55,0.21,0.9,-10.6,🟢 Excellent,🟡 Good,,,,,,,,
TKO,TKO Group Holdings,Media & Sports,US,Blend,-0.047,,-0.001,0.163,-0.428,0.028,11.0,43.55,growth,15-10-25,0.244,71.7,-0.339,-0.077,0.13,🟢 Zero,3.75,20.26,0.78,3.84,,🟢 Excellent,🟡 Good,,,,,,,,
D05.SI, DBS Group Holdings Ltd, Bank,Singapour,,0.026,,0.007,0.063,0.096,0.016,-20.0,10.78,growth,15-10-25,-0.637,36.7,0.47,0.0,1.131,🟢 Zero,,,,,,🔴 Poor,🔴 Poor,,,,,,,,
ABBNY,ABB Ltd,Industrials,Europe,Blend,0.099,,-0.32,-0.063,-0.222,-0.18,16.0,48.61,growth,15-10-25,0.064,75.0,-0.287,-0.321,-0.125,🟢 Zero,1.1,13.77,0.28,1.69,,🟡 Good,🟠 Fair,,,,,,,,
KNM,Konami Group Corp,Entertainment,Asia,Blend,0.0,,0.0,0.0,0.0,0.0,-24.0,6.54,growth,15-10-25,0.0,0.0,0.0,0.0,0.0,🟢 Zero,,,,,,🔴 Poor,🔴 Poor,,,,,,,,
LMND,Lemonade Inc,Fintech,US,Growth,0.068,,0.072,-0.499,0.114,-0.192,-30.0,0.0,growth,15-10-25,-0.435,36.7,0.157,-0.404,0.0,🟢 Zero,0.06,-1.93,,,,🔴 Poor,🔴 Poor,,,,,,,,
NVTS,Navitas Semiconductor,Semiconductors,US,Growth,1.328,,-0.004,-1.995,1.09,-0.608,-13.0,17.52,growth,15-10-25,-1.014,55.0,-0.161,-0.55,0.0,🟢 Zero,0.39,-71.41,4.1,,100.16,🔴 Poor,🔴 Poor,,,,,,,,
MHVYF,Mitsubishi Heavy Industries,Industrials,Asia,Value,0.09,,-0.107,0.092,-0.378,0.128,49.0,83.8,growth,15-10-25,-0.451,75.0,0.614,0.805,-0.291,🟢 Zero,7.54,45.35,0.21,1.79,,🟢 Excellent,🟢 Excellent,,,,,,,,
SPHR,Sphere Entertainment,Entertainment,US,Turnaround,0.153,,-0.324,-0.405,-0.521,-0.397,-28.0,2.03,quality,17-10-25,-0.772,58.3,0.407,-0.415,0.0,🟢 Zero,2.57,-11.51,0.41,,70.92,🟢 Excellent,🔴 Poor,,,,,,,,
TSM,TSMC,Semiconductors,Asia,Blend,0.224,,0.159,0.872,0.343,0.586,64.0,100.0,quality,17-10-25,0.177,78.3,0.317,0.651,-0.581,🟢 Zero,1.48,62.77,1.63,0.49,-17.85,🟢 Excellent,🟢 Excellent,,,,,,,,
BAKKA.OL,Bakkafrost,Food,Europe,Value,0.059,,-0.491,-0.022,-0.04,-0.273,-12.0,19.01,quality,17-10-25,-0.314,75.0,-0.226,-0.585,0.964,🟢 Zero,4.51,15.41,0.63,3.67,,🟢 Excellent,🟡 Good,,,,,,,,
UBER,Uber Technologies,Mobility,US,Growth,-0.066,,0.548,0.084,-0.126,0.141,15.0,47.9,quality,17-10-25,0.521,65.0,-0.064,-0.07,0.0,🟢 Zero,0.7,18.57,0.51,1.27,,🔴 Poor,🟡 Good,,,,,,,,
GRAB,Grab Holdings,SuperApp,Asia,Growth,-0.053,,-0.153,0.005,0.813,-0.007,22.0,55.12,quality,17-10-25,-0.462,68.3,-1.309,0.341,0.0,🟢 Zero,6.55,23.67,1.14,0.5,39.09,🟢 Excellent,🟡 Good,,,,,,,,
ZTS,Zoetis,Healthcare,US,Blend,-0.131,,-0.232,0.573,-0.491,0.08,38.0,72.07,quality,17-10-25,-0.571,78.3,-0.261,-0.08,-0.687,🟢 Zero,1.12,31.21,0.58,2.3,111.7,🟡 Good,🟢 Excellent,,,,,,,,
NU,Nu Holdings,Fintech,LatAm,Growth,-0.098,,0.524,0.217,0.296,0.233,20.0,53.27,quality,17-10-25,-0.578,48.3,-0.183,0.478,0.0,🟢 Zero,1.71,43.95,,0.15,,🟢 Excellent,🟢 Excellent,,,,,,,,
BYD,BYD Company,Automotive,China,Growth,-0.078,,-0.294,0.143,-0.93,0.03,15.0,47.78,quality,17-10-25,1.078,78.3,0.394,-0.256,-0.436,🟢 Zero,1.69,23.7,0.51,4.12,3.41,🟢 Excellent,🟡 Good,,,,,,,,
PYPL,PayPal,Fintech,US,Blend,-0.172,,-0.245,-0.033,-0.093,-0.077,20.0,52.94,quality,17-10-25,-0.402,66.7,0.421,-0.014,0.0,🟢 Zero,1.3,18.78,0.14,1.63,,🟢 Excellent,🟡 Good,,,,,,,,
GOOGL,Alphabet,Tech,US,Blend,0.187,,-0.069,0.592,0.193,0.248,31.0,64.87,quality,17-10-25,0.216,71.7,-0.281,0.019,-0.523,🟢 Zero,1.16,36.0,0.26,0.19,,🟡 Good,🟢 Excellent,,,,,,,,
PEP,PepsiCo,Consumer Defensive,US,Value,0.089,,-0.307,-0.029,-0.844,-0.191,2.0,33.85,quality,17-10-25,0.232,78.3,0.002,-0.457,0.664,🟢 Zero,1.61,13.28,0.27,3.69,10.97,🟢 Excellent,🟠 Fair,,,,,,,,
1810.HK,Xiaomi,Consumer Electronics,China,Growth,-0.368,,-0.056,-0.278,-0.121,-0.169,-13.0,18.07,quality,17-10-25,-0.205,48.3,-0.009,-0.088,0.0,🟢 Zero,,,0.19,,,🔴 Poor,🔴 Poor,,,,,,,,
MELI,MercadoLibre,Ecommerce/Fintech,LatAm,Growth,-0.318,,0.686,0.202,-0.249,0.296,54.0,89.16,quality,17-10-25,0.403,73.3,-0.403,0.42,-0.567,🟢 Zero,4.13,35.16,0.16,0.81,-38.69,🟢 Excellent,🟢 Excellent,,,,,,,,
AMZN,Amazon,Ecommerce,US,Growth,-0.165,,0.024,0.05,-0.184,-0.022,18.0,50.89,quality,17-10-25,0.557,71.7,-0.089,-0.349,0.0,🟢 Zero,1.72,18.08,0.44,1.08,-2.56,🟢 Excellent,🟡 Good,,,,,,,,
MQ,Marqeta,Fintech,US,Growth,-0.39,,-0.369,-0.518,0.74,-0.253,-12.0,19.04,quality,17-10-25,0.285,63.3,0.143,-0.251,0.0,🟢 Zero,-0.84,9.86,2.49,0.24,-50.86,🔴 Poor,🟠 Fair,,,,,,,,
ASR,Grupo Aeroportuario del Sureste,Infrastructure,LatAm,Value,-0.18,,0.036,0.636,0.873,0.625,58.0,93.72,quality,17-10-25,0.745,78.3,0.952,0.797,0.726,🟢 Zero,1.19,48.94,3.41,1.14,-23.67,🟡 Good,🟢 Excellent,,,,,,,,
ATAT,Atour Lifestyle,Hospitality,China,Growth,-0.097,,0.626,0.195,0.183,0.377,52.0,87.14,quality,17-10-25,0.943,76.7,0.329,0.342,-0.408,🟢 Zero,1.28,21.23,1.28,0.98,-45.78,🟢 Excellent,🟡 Good,,,,,,,,
SE,Sea Ltd,Ecommerce/Fintech,Asia,Growth,-0.18,,0.288,-0.044,-0.113,0.044,11.0,43.58,quality,17-10-25,0.376,65.0,-0.615,0.068,0.0,🟢 Zero,3.8,23.55,0.21,0.9,-10.6,🟢 Excellent,🟡 Good,,,,,,,,
TKO,TKO Group Holdings,Media & Sports,US,Blend,-0.054,,-0.001,0.163,-0.428,0.032,11.0,43.57,quality,17-10-25,0.244,71.7,-0.34,-0.076,0.137,🟢 Zero,3.75,20.26,0.78,3.84,,🟢 Excellent,🟡 Good,,,,,,,,
D05.SI, DBS Group Holdings Ltd, Bank,Singapour,,0.021,,0.007,0.063,0.096,-0.009,-20.0,10.86,quality,17-10-25,-0.637,36.7,0.47,0.0,1.132,🟢 Zero,,,,,,🔴 Poor,🔴 Poor,,,,,,,,
ABBNY,ABB Ltd,Industrials,Europe,Blend,0.145,,-0.32,-0.063,-0.222,-0.174,16.0,48.62,quality,17-10-25,0.064,75.0,-0.272,-0.328,-0.124,🟢 Zero,1.1,13.77,0.28,1.69,,🟡 Good,🟠 Fair,,,,,,,,
KNM,Konami Group Corp,Entertainment,Asia,Blend,0.0,,0.0,0.0,0.0,0.0,-24.0,6.66,quality,17-10-25,0.0,0.0,0.0,0.0,0.0,🟢 Zero,,,,,,🔴 Poor,🔴 Poor,,,,,,,,
LMND,Lemonade Inc,Fintech,US,Growth,-0.072,,0.072,-0.499,0.114,-0.319,-30.0,0.0,quality,17-10-25,-0.435,36.7,0.17,-0.404,0.0,🟢 Zero,0.06,-1.93,,,,🔴 Poor,🔴 Poor,,,,,,,,
NVTS,Navitas Semiconductor,Semiconductors,US,Growth,1.319,,-0.004,-1.995,1.09,-0.99,-13.0,17.21,quality,17-10-25,-1.014,55.0,-0.144,-0.55,0.0,🟢 Zero,0.39,-71.41,4.1,,100.16,🔴 Poor,🔴 Poor,,,,,,,,
MHVYF,Mitsubishi Heavy Industries,Industrials,Asia,Value,0.224,,-0.107,0.092,-0.378,0.188,49.0,83.78,quality,17-10-25,-0.451,75.0,0.59,0.807,-0.294,🟢 Zero,7.54,45.35,0.21,1.79,,🟢 Excellent,🟢 Excellent,,,,,,,,
SPHR,Sphere Entertainment,Entertainment,US,Turnaround,0.136,,-0.324,-0.405,-0.521,-0.397,-20.0,7.3,quality,18-10-25,-0.772,58.3,0.409,-0.415,0.0,🟢 Zero,2.57,-11.51,0.41,,70.92,🟢 Excellent,🔴 Poor,,16.62,,,,-29.64,-6.71,
TSM,TSMC,Semiconductors,Asia,Blend,0.185,,0.159,0.872,0.343,0.587,28.0,100.0,quality,18-10-25,0.177,78.3,0.331,0.652,-0.577,🟢 Zero,1.48,62.77,1.63,0.49,-17.85,🟢 Excellent,🟢 Excellent,,22.17,25.05,32.46,,48.72,60.72,
BAKKA.OL,Bakkafrost,Food,Europe,Value,0.102,,-0.491,-0.022,-0.04,-0.275,7.0,58.63,quality,18-10-25,-0.314,75.0,-0.234,-0.589,0.965,🟢 Zero,4.51,15.41,0.63,3.67,,🟢 Excellent,🟡 Good,,9.71,-12.02,79.34,,5.07,-0.22,
UBER,Uber Technologies,Mobility,US,Growth,-0.067,,0.548,0.084,-0.126,0.141,5.0,55.63,quality,18-10-25,0.521,65.0,-0.063,-0.07,0.0,🟢 Zero,0.7,18.57,0.51,1.27,,🔴 Poor,🟡 Good,,36.07,,15.72,,9.53,4.44,
GRAB,Grab Holdings,SuperApp,Asia,Growth,-0.11,,-0.153,0.005,0.813,-0.005,19.0,81.85,quality,18-10-25,-0.462,68.3,-1.304,0.345,0.0,🟢 Zero,6.55,23.67,1.14,0.5,39.09,🟢 Excellent,🟡 Good,,60.62,,282.0,,2.8,2.65,
ZTS,Zoetis,Healthcare,US,Blend,-0.105,,-0.232,0.573,-0.491,0.079,19.0,82.01,quality,18-10-25,-0.571,78.3,-0.27,-0.082,-0.689,🟢 Zero,1.12,31.21,0.58,2.3,111.7,🟡 Good,🟢 Excellent,,5.98,6.87,24.8,,37.51,3.48,
NU,Nu Holdings,Fintech,LatAm,Growth,-0.064,,0.524,0.217,0.296,0.231,9.0,63.37,quality,18-10-25,-0.578,48.3,-0.204,0.474,0.0,🟢 Zero,1.71,43.95,,0.15,,🟢 Excellent,🟢 Excellent,,93.29,,31.91,,,5.05,
